id,name,Trim,created_at,updated_at,Check,Insurance Available,,,,,,,
1475,Central Methodist University,Central Methodist University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
214,Central Michigan University,Central Michigan University,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
1192,Central Penn College,Central Penn College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1312,Central State University,Central State University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
272,Central Washington University,Central Washington University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
1411,Centralia College,Centralia College,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
768,Centre College,Centre College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1027,Chadron State College,Chadron State College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1063,Chamberlain University,Chamberlain University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1145,Chaminade University of Honolulu,Chaminade University of Honolulu,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
450,Champlain College,Champlain College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
240,Chapman University,Chapman University,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
1247,Charles R. Drew University of Medicine and Science,Charles R. Drew University of Medicine and Science,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1016,Charleston Southern University,Charleston Southern University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
746,Chatham University,Chatham University,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
1255,Chestnut Hill College,Chestnut Hill College,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
1399,Cheyney University of Pennsylvania,Cheyney University of Pennsylvania,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
602,Chicago State University,Chicago State University,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
1530,Chipola College,Chipola College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1686,Chowan University,Chowan University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
841,Christian Brothers University,Christian Brothers University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
608,Christopher Newport University,Christopher Newport University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1577,Cincinnati Christian University,Cincinnati Christian University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
967,City University of Seattle,City University of Seattle,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
1346,Claflin University,Claflin University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
540,Claremont Graduate University,Claremont Graduate University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
551,Claremont McKenna College,Claremont McKenna College,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
755,Clarion University of Pennsylvania,Clarion University of Pennsylvania,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
883,Clark Atlanta University,Clark Atlanta University,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
245,Clark University,Clark University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
1069,Clarke University,Clarke University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1601,Clarks Summit University,Clarks Summit University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1480,Clarkson College,Clarkson College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
364,Clarkson University,Clarkson University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
731,Clayton State University,Clayton State University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1741,Clear Creek Baptist Bible College,Clear Creek Baptist Bible College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1705,Cleary University,Cleary University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
112,Clemson University,Clemson University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
1234,Cleveland Institute of Art,Cleveland Institute of Art,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1227,Cleveland Institute of Music,Cleveland Institute of Music,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
247,Cleveland State University,Cleveland State University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
1544,Cleveland University-Kansas City,Cleveland University-Kansas City,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
631,Coastal Carolina University,Coastal Carolina University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
918,Coe College,Coe College,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
1274,Cogswell Polytechnical College,Cogswell Polytechnical College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1434,Coker College,Coker College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
249,Colby College,Colby College,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
1214,Colby-Sawyer College,Colby-Sawyer College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
360,Colgate University,Colgate University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
900,College for Creative Studies,College for Creative Studies,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1744,College of Biblical Studies,College of Biblical Studies,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1249,College of Central Florida,College of Central Florida,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
280,College of Charleston,College of Charleston,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
1576,College of Coastal Georgia,College of Coastal Georgia,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
1415,College of Mount Saint Vincent,College of Mount Saint Vincent,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1356,College of Our Lady of the Elms,College of Our Lady of the Elms,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
340,College of Saint Benedict/Saint John's University,College of Saint Benedict/Saint John's University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1252,College of Saint Elizabeth,College of Saint Elizabeth,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
1455,College of Saint Mary,College of Saint Mary,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
564,College of Southern Nevada,College of Southern Nevada,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1610,College of St. Joseph,College of St. Joseph,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1740,College of Staten Island,College of Staten Island,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1005,College of the Atlantic,College of the Atlantic,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
457,College of the Holy Cross,College of the Holy Cross,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1139,College of the Ozarks,College of the Ozarks,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
147,College of William & Mary,College of William & Mary,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
814,Colorado Christian University,Colorado Christian University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
409,Colorado College,Colorado College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
750,Colorado Mesa University,Colorado Mesa University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
266,Colorado School of Mines,Colorado School of Mines,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
62,Colorado State University,Colorado State University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
1058,Colorado State University-Pueblo,Colorado State University-Pueblo,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
561,Colorado Technical University,Colorado Technical University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1260,Columbia Basin College,Columbia Basin College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
629,Columbia College,Columbia College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
352,Columbia College Chicago,Columbia College Chicago,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1746,Columbia College of Nursing,Columbia College of Nursing,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1580,"Columbia College, South Carolina","Columbia College, South Carolina",6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1337,Columbia College-Hollywood,Columbia College-Hollywood,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1242,Columbia International University,Columbia International University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
10,Columbia University in the City of New York,Columbia University in the City of New York,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1059,Columbus College of Art and Design,Columbus College of Art and Design,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
687,Columbus State University,Columbus State University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
1165,Concord University,Concord University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
839,Concordia College,Concordia College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1748,Concordia College Alabama,Concordia College Alabama,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1163,Concordia College-New York,Concordia College-New York,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1470,Concordia University Ann Arbor,Concordia University Ann Arbor,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
929,Concordia University Chicago,Concordia University Chicago,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
856,Concordia University Irvine,Concordia University Irvine,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1035,Concordia University Texas,Concordia University Texas,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
728,Concordia University Wisconsin,Concordia University Wisconsin,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1096,"Concordia University, Nebraska","Concordia University, Nebraska",6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
415,"Concordia University, Oregon","Concordia University, Oregon",6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
793,"Concordia University, St. Paul","Concordia University, St. Paul",6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
421,Connecticut College,Connecticut College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1187,Converse College,Converse College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1676,Conway School of Landscape Design,Conway School of Landscape Design,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1272,Coppin State University,Coppin State University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1389,Corban University,Corban University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
816,Cornell College,Cornell College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
7,Cornell University,Cornell University,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
870,Cornerstone University,Cornerstone University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1105,Cornish College of the Arts,Cornish College of the Arts,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1609,Cottey College,Cottey College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1345,Covenant College,Covenant College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1707,Cox College,Cox College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1460,Cranbrook Academy of Art,Cranbrook Academy of Art,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
231,Creighton University,Creighton University,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
1588,Criswell College,Criswell College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1776,Crossroads Bible College,Crossroads Bible College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1727,Crossroads College,Crossroads College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1761,Crowley's Ridge College,Crowley's Ridge College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1343,Crown College,Crown College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1491,Culver-Stockton College,Culver-Stockton College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1420,Cumberland University,Cumberland University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1796,CUNY School of Law,CUNY School of Law,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
1011,Curry College,Curry College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1049,Curtis Institute of Music,Curtis Institute of Music,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
941,Daemen College,Daemen College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
642,Dakota State University,Dakota State University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1285,Dakota Wesleyan University,Dakota Wesleyan University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
735,Dallas Baptist University,Dallas Baptist University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
1643,Dallas Christian College,Dallas Christian College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1177,Dalton State College,Dalton State College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
77,Dartmouth College,Dartmouth College,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
775,Davenport University,Davenport University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
380,Davidson College,Davidson College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1635,Davis & Elkins College,Davis & Elkins College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1696,Davis College,Davis College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
905,Daytona State College,Daytona State College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1239,Dean College,Dean College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1423,Defiance College,Defiance College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
754,Delaware State University,Delaware State University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
1021,Delaware Valley University,Delaware Valley University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1001,Delta State University,Delta State University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
557,Denison University,Denison University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1779,Denver College of Nursing,Denver College of Nursing,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
125,DePaul University,DePaul University,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
464,DePauw University,DePauw University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1091,Des Moines University,Des Moines University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
881,DeSales University,DeSales University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
370,DeVry University,DeVry University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1769,Dharma Realm Buddhist University,Dharma Realm Buddhist University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
357,Dickinson College,Dickinson College,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
1512,Dickinson State University,Dickinson State University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1262,Dillard University,Dillard University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
764,Dixie State University,Dixie State University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1032,Doane University,Doane University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1055,Dominican College,Dominican College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1646,Dominican School of Philosophy & Theology,Dominican School of Philosophy & Theology,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
832,Dominican University,Dominican University,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
678,Dominican University of California,Dominican University of California,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1714,Donnelly College,Donnelly College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
936,Dordt College,Dordt College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
479,Drake University,Drake University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
413,Drew University,Drew University,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
97,Drexel University,Drexel University,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
719,Drury University,Drury University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
32,Duke University,Duke University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1375,Dunwoody College of Technology,Dunwoody College of Technology,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
337,Duquesne University,Duquesne University,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
858,D'Youville College,D'Youville College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
330,Earlham College,Earlham College,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
180,East Carolina University,East Carolina University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1121,East Central University,East Central University,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
1308,East Georgia State College,East Georgia State College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
854,East Stroudsburg University,East Stroudsburg University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
290,East Tennessee State University,East Tennessee State University,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
1338,East Texas Baptist University,East Texas Baptist University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
874,Eastern Connecticut State University,Eastern Connecticut State University,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
355,Eastern Illinois University,Eastern Illinois University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
295,Eastern Kentucky University,Eastern Kentucky University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
766,Eastern Mennonite University,Eastern Mennonite University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
257,Eastern Michigan University,Eastern Michigan University,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
1273,Eastern Nazarene College,Eastern Nazarene College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
657,Eastern New Mexico University,Eastern New Mexico University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
894,Eastern Oregon University,Eastern Oregon University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
873,Eastern University,Eastern University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
795,Eastern Virginia Medical School,Eastern Virginia Medical School,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
374,Eastern Washington University,Eastern Washington University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
1730,East-West University,East-West University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1778,Ecclesia College,Ecclesia College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
711,Eckerd College,Eckerd College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
943,ECPI University,ECPI University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
876,Edgewood College,Edgewood College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
809,Edinboro University of Pennsylvania,Edinboro University of Pennsylvania,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1461,Edward Waters College,Edward Waters College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1031,Elizabeth City State University,Elizabeth City State University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
690,Elizabethtown College,Elizabethtown College,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
585,Elmhurst College,Elmhurst College,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
1072,Elmira College,Elmira College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
303,Elon University,Elon University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
207,Embry-Riddle Aeronautical University,Embry-Riddle Aeronautical University,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
414,Emerson College,Emerson College,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
1002,Emmanuel College,Emmanuel College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1568,"Emmanuel College, Georgia","Emmanuel College, Georgia",6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1564,Emmaus Bible College,Emmaus Bible College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1200,Emory & Henry College,Emory & Henry College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
81,Emory University,Emory University,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
469,Emporia State University,Emporia State University,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
924,Endicott College,Endicott College,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
1473,Erskine College,Erskine College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1435,Eureka College,Eureka College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1019,Evangel University,Evangel University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1711,Everglades University,Everglades University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
528,Fairfield University,Fairfield University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
427,Fairleigh Dickinson University,Fairleigh Dickinson University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1155,Fairmont State University,Fairmont State University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1562,Faith Baptist Bible College and Theological Seminary,Faith Baptist Bible College and Theological Seminary,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
716,Farmingdale State College,Farmingdale State College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
358,Fashion Institute of Technology,Fashion Institute of Technology,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1174,Faulkner University,Faulkner University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
850,Fayetteville State University,Fayetteville State University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1286,Felician University,Felician University,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
338,Ferris State University,Ferris State University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1259,Ferrum College,Ferrum College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1181,Fielding Graduate University,Fielding Graduate University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1439,Finlandia University,Finlandia University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
1488,Fisher College,Fisher College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1071,Fisk University,Fisk University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
1039,Fitchburg State University,Fitchburg State University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
1717,Five Towns College,Five Towns College,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
840,Flagler College,Flagler College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
552,Florida Agricultural and Mechanical University,Florida Agricultural and Mechanical University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
156,Florida Atlantic University,Florida Atlantic University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
1612,Florida College,Florida College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1712,Florida Gateway College,Florida Gateway College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
365,Florida Gulf Coast University,Florida Gulf Coast University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
267,Florida Institute of Technology,Florida Institute of Technology,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
105,Florida International University,Florida International University,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
1468,Florida Memorial University,Florida Memorial University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1497,Florida National University,Florida National University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
916,Florida Southern College,Florida Southern College,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
1387,Florida SouthWestern State College,Florida SouthWestern State College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
720,Florida State College at Jacksonville,Florida State College at Jacksonville,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
58,Florida State University,Florida State University,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
1206,Fontbonne University,Fontbonne University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
117,Fordham University,Fordham University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
440,Fort Hays State University,Fort Hays State University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
675,Fort Lewis College,Fort Lewis College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1306,Fort Valley State University,Fort Valley State University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
975,Framingham State University,Framingham State University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1000,Francis Marion University,Francis Marion University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1698,Franciscan Missionaries of Our Lady University,Franciscan Missionaries of Our Lady University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1261,Franciscan University of Steubenville,Franciscan University of Steubenville,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
478,Franklin and Marshall College,Franklin and Marshall College,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
1371,Franklin College,Franklin College,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1244,Franklin Pierce University,Franklin Pierce University,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
680,Franklin University,Franklin University,6/13/19 4:00,6/12/19 4:00,No,No,,,,,,,
827,Franklin W. Olin College of Engineering,Franklin W. Olin College of Engineering,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1315,Freed-Hardeman University,Freed-Hardeman University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
725,Fresno Pacific University,Fresno Pacific University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1127,Friends University,Friends University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1811,Frontier Nursing University,Frontier Nursing University,9/8/19 1:54,9/8/19 1:54,#N/A,No,,,,,,,
521,Frostburg State University,Frostburg State University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
347,Furman University,Furman University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
402,Gallaudet University,Gallaudet University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
955,Gannon University,Gannon University,6/13/19 4:00,6/12/19 4:00,Yes,Yes,,,,,,,
949,Gardner-Webb University,Gardner-Webb University,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
1799,Geisinger Commonwealth School of Medicine,Geisinger Commonwealth School of Medicine,6/13/19 4:00,6/12/19 4:00,#N/A,No,,,,,,,
