URL,Source,Medium,Campaign Name,Term,Content,Final URL,Bit.ly (Not Instant),Deal ID Number,Notes
https://leveredge.org/,email,up_partner,cuny_grad_student_council,helene,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=cuny_grad_student_council&utm_term=helene&utm_content=campaign_1,https://bit.ly/2WgiXBH,1955475873,
https://leveredge.org/,email,up_partner,kellogg,helene,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=kellogg&utm_term=helene&utm_content=campaign_1,https://bit.ly/3fbyQ56,1956134156,
https://leveredge.org/,email,up_partner,uconn_bmes,helene,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=uconn_bmes&utm_term=helene&utm_content=campaign_1,https://bit.ly/3fhtS6Z,1969659228,
https://leveredge.org/,email,up_partner,nyu_law,helene,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=nyu_law&utm_term=helene&utm_content=campaign_1,https://bit.ly/2WFGX1g,1951334768,
https://scholarships.leveredge.org/wl,email,up_partner,women_in_business,helene,scholarship,https://scholarships.leveredge.org/wl?utm_source=email&utm_medium=up_partner&utm_campaign=women_in_business&utm_term=helene&utm_content=scholarship,https://bit.ly/3bn3QMn,,
https://leveredge.org/,email,up_partner,nyu_stern,helene,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=nyu_stern&utm_term=helene&utm_content=campaign_1,https://bit.ly/3fM5CKo,1990431383,
https://leveredge.org/,email,up_partner,enric_cprg,nick,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=enric_cprg&utm_term=nick&utm_content=campaign_1,https://bit.ly/3fLgJmS,2013894856,Enric - CPRG
https://leveredge.org/,email,p_partner,the_admission_concierge,nick,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=p_partner&utm_campaign=the_admission_concierge&utm_term=nick&utm_content=campaign_1,https://bit.ly/3cqkPyC,2006302435,Loubna
https://leveredge.org/,email,p_partner,colleen_tpr,nick,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=p_partner&utm_campaign=colleen_tpr&utm_term=nick&utm_content=campaign_1,https://bit.ly/2Ls13XK,2014636447,Colleen TPR
https://leveredge.org/,email,up_partner,Gies,nick,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=Gies&utm_term=nick&utm_content=campaign_1,https://bit.ly/2zDeu4q,,
https://leveredge.org/,referral,organic,juno,scholarship,first_page_intro,https://leveredge.org/?utm_source=referral&utm_medium=organic&utm_campaign=juno&utm_term=scholarship&utm_content=first_page_intro,https://bit.ly/2zEWyX5,,
https://leveredge.org/,email,up_partner,northwestern_law,tyler,general,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=northwestern_law&utm_term=tyler&utm_content=general,https://bit.ly/364O5bU,,
https://scholarships.leveredge.org/wl,email,up_partner,Northwestern_law,tyler,scholarship,https://scholarships.leveredge.org/wl?utm_source=email&utm_medium=up_partner&utm_campaign=Northwestern_law&utm_term=tyler&utm_content=scholarship,https://bit.ly/2X3xm4H,,
https://leveredge.org/,email,up_partner,Emory_mba,helene,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=Emory_mba&utm_term=helene&utm_content=campaign_1,https://bit.ly/3bJROwP,2004133726,
https://leveredge.org/,email,up_partner,collegeplanning_101,nick,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=collegeplanning_101&utm_term=nick&utm_content=campaign_1,https://bit.ly/3dVFKtO,2014636538,Stephanie Mauro
https://leveredge.org/,email,up_partner,hfminvestadvisors,nick,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=hfminvestadvisors&utm_term=nick&utm_content=campaign_1,https://bit.ly/2zOdf2m,,
https://leveredge.org/,email,up_partner,james_brewer,nick,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=james_brewer&utm_term=nick&utm_content=campaign_1,https://bit.ly/2ThXpUN,2014681780,James Brewer
https://leveredge.org/,email,up_partner,hbs_asia_business,helene,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=hbs_asia_business&utm_term=helene&utm_content=campaign_1,https://bit.ly/36iAvlq,1988337023,
https://leveredge.org/,email,up_partner,university_at_buffalo_alumni_association,helene,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=university_at_buffalo_alumni_association&utm_term=helene&utm_content=campaign_1,https://bit.ly/2LGuMMF,2008978898,
https://leveredge.org/,email,up_partner,Yale_som,helene,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=Yale_som&utm_term=helene&utm_content=campaign_1,https://bit.ly/3e0yfSh,2009067571,
https://leveredge.org/,email,up_partner,UVA_Law,tyler,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=UVA_Law&utm_term=tyler&utm_content=campaign_1,https://bit.ly/2XcgBo1,1997787709,
https://leveredge.org/,email,up_partner,Forster_thomas_admission_counselor,helene,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=Forster_thomas_admission_counselor&utm_term=helene&utm_content=campaign_1,https://bit.ly/2WQxIwJ,2013329350,
https://leveredge.org/,email,up_partner,UW_foster_tech_club,helene,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=UW_foster_tech_club&utm_term=helene&utm_content=campaign_1,https://bit.ly/2zj7NVc,1997297435,
https://leveredge.org/,email,up_partner,kellogg_african_american_club,helene,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=kellogg_african_american_club&utm_term=helene&utm_content=campaign_1,https://bit.ly/2ZqjJ2b,2013652521,
https://leveredge.org/,email,up_partner,Columbia_Law_BLSA,tyler,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=Columbia_Law_BLSA&utm_term=tyler&utm_content=campaign_1,https://bit.ly/2AGSohS,2013701693,
https://leveredge.org/,email,up_partner,USC_marshall,helene,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=USC_marshall&utm_term=helene&utm_content=campaign_1,https://bit.ly/2ZmfmFn,1997800309,
https://leveredge.org/,email,up_partner,UVA_Darden,helene,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=UVA_Darden&utm_term=helene&utm_content=campaign_1,https://bit.ly/3g2c0gN,1988402356,
https://leveredge.org/,email,up_partner,Emory_Law,tyler,campaign_1,https://leveredge.org/?utm_source=email&utm_medium=up_partner&utm_campaign=Emory_Law&utm_term=tyler&utm_content=campaign_1,https://bit.ly/3cQSL7E,2013794957,
